"ID","org","address","phone","website","lon","lat","zipcode","beds_capacity","type"
6350,"Phelps Memorial Health Center","1215 Tibbals St, Holdrege, NE 68949","(308) 995-2211","http://www.phelpsmemorial.com",-99.383070097,40.4478890500001,"68949",25,"Critical Access"
6351,"Howard County Medical Center","1113 Sherman St, St Paul, NE 68873","(308) 754-4421","http://www.hcchmc.org",-98.46323549,41.217054487,"68873",25,"Critical Access"
6352,"Regional West Garden County Hospital","1100 West 2nd St, Oshkosh, NE 69154","(308) 772-3283","http://gchealth.org/garden-county-hospital/",-102.348334777,41.412684825,"69154",10,"Critical Access"
6353,"Chi Health Creighton University Medical Center","601 North 30th St, Omaha, NE 68131","(402) 449-4000","https://www.chihealth.com/chi-health-creighton-university-medical-center",-95.9548197079999,41.2651091760001,"68131",334,"General Acute Care"
6354,"Chi Health Midlands","11111 South 84th St, Papillion, NE 68046","(402) 593-3000","http://www.chihealth.com/chi-health-midlands",-96.0401045899999,41.1358535160001,"68046",121,"General Acute Care"
6355,"Arnold Palmer Hospital for Children","92 w Miller St, Orlando, FL 32806","(407) 649-9111","http://www.orlandohealth.com/arnoldpalmerhospital/index.aspx",-81.37927042,28.5236186430001,"32806",506,"Children"
6356,"Dr p Phillips Hospital","9400 Turkey Lake Rd, Orlando, FL 32819","(407) 351-8500","http://www.orlandohealth.com/drpphillipshospital/index.aspx",-81.4794221289999,28.429061549,"32819",237,"General Acute Care"
6357,"La Amistad Residential Treatment Center","1650 Park Ave N, Maitland, FL 32751","(407) 647-0660","http://lamistad.com/",-81.3647607609999,28.613336045,"32751",40,"Psychiatric"
6358,"University Behavioral Center","2500 Discovery Dr, Orlando, FL 32826","(407) 281-7000","http://universitybehavioral.com/",-81.1923045619999,28.581805489,"32826",112,"Psychiatric"
6359,"Florida Hospital Kissimmee","2450 n Orange Blossom Trl, Kissimmee, FL 34744","(407) 846-4343","https://www.floridahospital.com/kissimmee",-81.405970704,28.316135042,"34744",162,"General Acute Care"
6360,"Boca Raton Regional Hospital","800 Meadows Rd, Boca Raton, FL 33486","(561) 955-7100","http://www.brrh.com",-80.102834805,26.35873272,"33486",394,"General Acute Care"
6361,"Jerome Golden Center for Behavioral Health","1041 45th St, West Palm Beach, FL 33407","(561) 383-5711","http://www.jeromegoldencenter.org",-80.067469059,26.753958106,"33407",44,"Psychiatric"
6362,"Jfk Medical Center","5301 s Congress Ave, Atlantis, FL 33462","(561) 965-7300","http://jfkmc.com/",-80.091168304,26.5985861500001,"33462",486,"General Acute Care"
6363,"Jupiter Medical Center","1210 s Old Dixie Hwy, Jupiter, FL 33458","(561) 744-4409","http://www.jupitermed.com",-80.096366679,26.9228733090001,"33458",283,"General Acute Care"
6364,"Lakeside Medical Center","39200 Hooker Hwy, Belle Glade, FL 33430","(561) 996-6571","http://www.lakesidemedical.org",-80.6711118799999,26.7242715530001,"33430",70,"General Acute Care"
6365,"Palm Beach Gardens Medical Center","3360 Burns Rd, Palm Beach Gardens, FL 33410","(561) 622-1411","http://www.pbgmc.com",-80.086569916,26.8296139,"33410",199,"General Acute Care"
6366,"Palms West Hospital","13001 Southern Blvd, Loxahatchee, FL 33470","(561) 798-3300","http://www.palmswesthospital.com",-80.2529053109999,26.6835656500001,"33470",204,"General Acute Care"
6367,"Putnam Community Medical Center","611 Zeagler Dr, Palatka, FL 32177","(386) 328-5711","http://www.pcmcfl.com",-81.69241585,29.6423617140001,"32177",99,"General Acute Care"
6368,"Florida Hospital Waterman","1000 Waterman Way, Tavares, FL 32778","(352) 253-3300","http://www.fhwat.org",-81.711793714,28.823672641,"32778",269,"General Acute Care"
6369,"Bluffton Hospital","139 Garau Street, Po Box 48, Bluffton, OH 45817","(419) 358-9010","http://www.bvhealthsystem.org/?id=203&sid=1",-83.896947833,40.887605696,"45817",39,"Critical Access"
6370,"South Lake Hospital","1900 Don Wickham Dr, Clermont, FL 34711","(352) 394-4071","http://www.southlakehospital.com",-81.721776592,28.5523736590001,"34711",170,"General Acute Care"
6371,"Sebastian River Medical Center","13695 Us Hwy 1, Sebastian, FL 32958","(772) 589-3186","http://www.sebastianrivermedical.com",-80.488786809,27.8436910400001,"32958",154,"General Acute Care"
6372,"Florida Hospital Wauchula","533 w Carlton St, Wauchula, FL 33873","(813) 773-3101","http://fh.floridahospital.com/heartland/home.aspx",-81.816961911,27.5354532740001,"33873",25,"General Acute Care"
6373,"Sacred Heart Hospital on the Gulf","3801 e Hwy 98, Port Saint Joe, FL 32456","(850) 229-5600","http://www.sacred-heart.org/gulf/",-85.2878970199999,29.7790236660001,"32456",19,"General Acute Care"
6374,"Bay Pines Va Healthcare System","10000 Bay Pines Blvd, Bay Pines, FL 33744","(888) 820-0230","http://www.baypines.va.gov/",-82.778769966,27.810699685,"33744",291,"Military"
6375,"Baycare Alliant Hospital","601 Main St, Dunedin, FL 34698","(727) 736-9999","http://www.baycare.org",-82.783059677,28.01366905,"34698",38,"Long Term Care"
6376,"Healthsouth Rehabilitation Hospital","901 n Clearwater/Largo Rd, Largo, FL 33770","(727) 586-2999","http://www.healthsouthlargo.com",-82.7970152459999,27.925412958,"33770",70,"Rehabilitation"
6377,"Kindred Hospital-Bay Area-St Petersburg","3030 6th St S, Saint Petersburg, FL 33705","(727) 894-8719","http://www.kindredstpete.com/",-82.639993858,27.7407459880001,"33705",82,"Long Term Care"
6378,"Mease Countryside Hospital","3231 Mcmullen Booth Rd, Safety Harbor, FL 34695","(727) 725-6111","http://www.mpmhealth.com",-82.707985172,28.0387469780001,"34695",311,"General Acute Care"
6379,"St Anthonys Hospital","1200 7th Ave N, Saint Petersburg, FL 33705","(727) 825-1100","http://stanthonys.com/",-82.650529722,27.7786166170001,"33705",393,"General Acute Care"
6380,"Florida Hospital Carrollwood","7171 n Dale Mabry Hwy, Tampa, FL 33614","(813) 932-2222","http://www.uch.org",-82.504007245,28.013237731,"33614",103,"General Acute Care"
6381,"Lake Butler Hospital Hand Surgery Center","850 e Main St, Lake Butler, FL 32054","(386) 496-2323","http://www.lakebutlerhospital.com",-82.326909712,30.0227142530001,"32054",25,"General Acute Care"
6382,"Willough at Naples Hospital","9001 Tamiami Trl E, Naples, FL 34113","(239) 775-4500","http://www.thewilloughatnaples.com/",-81.736309756,26.0960285140001,"34113",87,"Psychiatric"
6383,"Bayfront Health Spring Hill","10461 Quality Dr, Spring Hill, FL 34609","(352) 688-8200","http://www.springhillregional.net/",-82.540374948,28.437487205,"34609",124,"General Acute Care"
6384,"Desoto Memorial Hospital","900 n Robert Ave, Arcadia, FL 34266","(863) 494-8402","http://www.dmh.org",-81.851023399,27.227404768,"34266",49,"General Acute Care"
6385,"St Lucie Medical Center","1800 Se Tiffany Ave, Port Saint Lucie, FL 34952","(772) 335-4000","http://www.stluciemed.com",-80.294296028,27.288428004,"34952",229,"General Acute Care"
6386,"Gulf Coast Medical Center Lee Memorial h","13681 Doctors Way, Fort Myers, FL 33912","(239) 343-1000","http://leememorial.org",-81.8500077859999,26.5436460180001,"33912",356,"General Acute Care"
6387,"Lehigh Regional Medical Center","1500 Lee Blvd, Lehigh Acres, FL 33936","(239) 369-2101","http://www.lehighregional.com",-81.6594763309999,26.615734627,"33936",88,"General Acute Care"
6388,"Florida Hospital Fish Memorial","1055 Saxon Blvd, Orange City, FL 32763","(386) 851-5000","http://www.fhfishmemorial.org",-81.2851623239999,28.9143712490001,"32763",179,"General Acute Care"
6389,"Florida Hospital Memorial Medical Center","301 Memorial Medical Pkwy, Daytona Beach, FL 32117","(386) 231-6000","http://www.floridahospitalmemorial.org",-81.1076567809999,29.243109604,"32117",327,"General Acute Care"
6390,"Florida Hospital at Connerton Long Term","9441 Health Center Dr, Land o Lakes, FL 34637","(813) 903-3700","http://www.elevatinghealthcare.org",-82.4899138229999,28.2952730910001,"34637",50,"Long Term Care"
6391,"Medical Center of Trinity West Pasco Cam","5637 Marine Pkwy, New Port Richey, FL 34652","(727) 834-5927","http://medicalcentertrinity.com",-82.7207661579999,28.23570153,"34652",46,"General Acute Care"
6392,"Morton Plant North Bay Hospital","6600 Madison St, New Port Richey, FL 34652","(727) 842-8468","http://www.mpmhealth.com/body.cfm?id=13",-82.714890457,28.2540628880001,"34652",150,"General Acute Care"
6393,"Bartow Regional Medical Center","2200 Osprey Blvd, Bartow, FL 33831","(863) 533-8111","http://www.bartowregional.com",-81.844210222,27.918895922,"33831",72,"General Acute Care"
6394,"George e Weems Memorial Hospital","135 Ave G, Apalachicola, FL 32329","(850) 653-8853","http://www.weemsmemorial.com",-84.9925947569999,29.7245342090001,"32329",25,"General Acute Care"
6395,"Florida Hospital Flagler","60 Memorial Medical Pkwy, Palm Coast, FL 32164","(386) 586-2000","http://www.floridahospitalflagler.com/",-81.189046506,29.478960718,"32164",99,"General Acute Care"
6396,"Devereux Hospital and Children's Center of Florida","8000 Devereux Dr, Viera, FL 32940","(321) 242-9100","http://www.devereux.org",-80.708221431,28.2341413790001,"32940",100,"Psychiatric"
6397,"Healthsouth Sea Pines Rehabilitation Hospital","101 e Florida Ave, Melbourne, FL 32901","(321) 984-4600","http://www.healthsouthseapines.com",-80.620114535,28.055531949,"32901",90,"Rehabilitation"
6398,"Kindred Hospital Melbourne","765 w Nasa Blvd, Melbourne, FL 32901","(321) 733-5725","http://www.khmelbourne.com",-80.635000413,28.09188139,"32901",60,"Long Term Care"
6399,"Palm Bay Hospital","1425 Malabar Rd Ne, Palm Bay, FL 32907","(321) 434-8000","http://palmbayhospital.com/hospitals_services/pbch/index.cfm",-80.610948849,27.99942824,"32907",138,"General Acute Care"
6400,"Wuesthoff Medical Center-Melbourne","250 n Wickham Rd, Melbourne, FL 32935","(321) 752-1200","http://www.wuesthoff.org",-80.6748236669999,28.109319869,"32935",119,"General Acute Care"
6401,"Shands Starke Regional Medical Center","922 e Call St, Starke, FL 32091","(904) 368-2300","http://www.shands.org",-82.101698126,29.9402788130001,"32091",25,"General Acute Care"
6402,"North Florida Regional Medical Center","6500 Newberry Rd, Gainesville, FL 32605","(352) 333-4000","http://www.nfrmc.com",-82.4121661579999,29.6606130370001,"32605",432,"General Acute Care"
6403,"Select Specialty Hospital Gainesville","2708 Sw Archer Rd, Gainesville, FL 32608","(352) 337-3240","http://www.selectspecialtyhospitals.com/company/locations/gainesville.aspx",-82.363950577,29.6321334460001,"32608",44,"Long Term Care"
6404,"Orange Park Medical Center","2001 Kingsley Ave, Orange Park, FL 32073","(904) 276-8500","http://www.opmedical.com",-81.737589642,30.165840239,"32073",230,"General Acute Care"
6405,"Broward Health Imperial Point","6401 n Federal Hwy, Fort Lauderdale, FL 33308","(954) 776-8500","http://www.browardhealth.org/Default.aspx?id=4&sid=4&CWFriendlyUrl=true",-80.1108702019999,26.207051762,"33308",204,"General Acute Care"
6406,"Broward Health Medical Center","1600 s Andrews Ave, Fort Lauderdale, FL 33316","(954) 355-4400","http://www.browardhealth.org/bhmc",-80.140889637,26.1026354900001,"33316",656,"General Acute Care"
6407,"Healthsouth Sunrise Rehabilitation Hospital","4399 Nob Hill Rd, Sunrise, FL 33351","(954) 749-0300","http://www.healthsouthsunrise.com",-80.2850991349999,26.178072168,"33351",126,"Rehabilitation"
6408,"Kindred Hospital-South Florida-Hollywood","1859 Van Buren St, Hollywood, FL 33020","(954) 920-9000","http://www.khsfhollywood.com/",-80.1442552459999,26.009799076,"33020",119,"General Acute Care"
6409,"Memorial Regional Hospital South","3600 Washington St, Hollywood, FL 33021","(954) 518-5001","http://www.memorialregionalsouth.com",-80.179910353,26.0021965710001,"33021",216,"General Acute Care"
6410,"Westside Regional Medical Center","8201 w Broward Blvd, Plantation, FL 33324","(954) 476-3915","http://www.westsideregional.com",-80.2597341539999,26.123293666,"33324",215,"General Acute Care"
6411,"Fawcett Memorial Hospital","21298 Olean Blvd, Port Charlotte, FL 33952","(941) 629-1181","http://www.fawcetthospital.com",-82.098069287,26.9884183120001,"33952",237,"General Acute Care"
6412,"St Josephs Hospital","9515 Holy Cross Ln, Breese, IL 62230","(618) 526-4511","http://www.stjoebreese.com/",-89.523731347,38.626224967,"62230",-999,"General Acute Care"
6413,"Fishermen's Hospital","3301 Overseas Hwy, Marathon, FL 33050","(305) 743-5576","http://www.fishermenshospital.com",-81.094436333,24.710362489,"33050",25,"General Acute Care"
6414,"Coral Gables Hospital","3100 Douglas Rd, Coral Gables, FL 33134","(305) 445-8461","http://www.coralgableshospital.com",-80.254824232,25.74375681,"33134",245,"General Acute Care"
6415,"Hialeah Hospital","651 e 25th St, Hialeah, FL 33013","(305) 693-6100","http://www.hialeahhosp.com",-80.268961621,25.845561822,"33013",378,"General Acute Care"
6416,"Jackson South Community Hospital","9333 Sw 152nd St, Miami, FL 33157","(305) 251-2500","http://www.jacksonhealth.org/jackson-south.asp",-80.34469732,25.6297447520001,"33157",250,"General Acute Care"
6417,"Kendall Regional Medical Center","11750 Bird Rd, Miami, FL 33175","(305) 223-3000","http://www.kendallmed.com",-80.3860672979999,25.7309701130001,"33175",417,"General Acute Care"
6418,"Larkin Community Hospital","7031 Sw 62nd Ave, South Miami, FL 33143","(305) 284-7500","http://www.larkinhospital.com",-80.293234743,25.705601554,"33143",146,"General Acute Care"
6419,"Southern Winds Hospital","4225 w 20th Ave, Hialeah, FL 33012","(305) 558-9700","http://westchestergeneralhospital.com/southern-winds-hospital/",-80.321534054,25.8603370060001,"33012",72,"Psychiatric"
6420,"St Catherine's Rehabilitation Hospital","1050 Ne 125th St, North Miami, FL 33161","(305) 891-8850","http://www.catholichealthservices.org/rehabilitation-hospitals/catholic-health-services.aspx?nd=80",-80.1776595689999,25.8898723140001,"33161",20,"Rehabilitation"
6421,"St Catherine's West Rehabilitation Hospital","8850 Nw 122nd St, Hialeah Gardens, FL 33018","(305) 351-7181","http://www.catholichealthservices.org/rehabilitation-hospitals/catholic-health-services.aspx?nd=174",-80.3429732279999,25.883755517,"33018",22,"Rehabilitation"
6422,"Northeast Rehabilitation Hospital","1 Elliot Way, Manchester, NH 3103","(603) 893-2900","http://www.northeastrehab.com/locations/inpatient-manchester.htm",-71.4376383219999,42.984325196,"3103",15,"Rehabilitation"
6423,"West Gables Rehabilitation Hospital","2525 Sw 75th Ave, Miami, FL 33155","(305) 262-6800","http://www.westgablesrehabhospital.com/",-80.316717357,25.74698256,"33155",60,"Rehabilitation"
6424,"Martin Memorial Medical Center","200 Se Hospital Ave, Stuart, FL 34994","(772) 287-5200","http://www.martinhealth.org/",-80.2428133619999,27.19999866,"34994",244,"General Acute Care"
6425,"University Hospitals Samaritan Medical","1025 Center St, Ashland, OH 44805","(419) 289-0491","http://www.samaritanhospital.org",-82.3095378579999,40.859228973,"44805",123,"General Acute Care"
6426,"Manatee Memorial Hospital","206 2nd St E, Bradenton, FL 34208","(941) 746-5111","http://www.manateememorial.com",-82.561997648,27.4970119180001,"34208",295,"General Acute Care"
6427,"Banner Behavioral Health Hospital","7575 E. Earll Dr., Scottsdale, AZ 85251","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-111.918878847,33.483204421,"85251",78,"Psychiatric"
6428,"Uhhs Memorial Hospital of Geneva","870 West Main Street, Geneva, OH 44041","(440) 466-1141","http://www.uhhs.com",-80.962191349,41.799473821,"44041",25,"Critical Access"
6429,"North Baldwin Infirmary","1815 Hand Avenue, Bay Minette, AL 36507","(251) 937-5521","http://www.mobileinfirmary.org",-87.785022496,30.903934362,"36507",70,"General Acute Care"
6430,"Banner Boswell Medical Center","10401 W. Thunderbird Blvd., Sun City, AZ 85351","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-112.283667072,33.6042347270001,"85351",418,"General Acute Care"
6431,"Banner Del E. Webb Medical Center","14502 West Meeker Blvd, Sun City West, AZ 85375","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-112.372505867,33.659689433,"85375",373,"General Acute Care"
6432,"Banner Estrella Medical Center","9201 W. Thomas Rd., Phoenix, AZ 85037","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-112.257791283,33.478607136,"85037",214,"General Acute Care"
6433,"Banner Gateway Medical Center","1900 N. Higley Rd., Gilbert, AZ 85234","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-111.72300023,33.3847536170001,"85234",177,"General Acute Care"
6434,"Banner Thunderbird Medical Center","5555 W. Thunderbird Rd., Glendale, AZ 85306","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-112.179685391,33.6083542970001,"85306",480,"General Acute Care"
6435,"Honorhealth Deer Valley Medical Center","19829 n 27th Avenue, Phoenix, AZ 85027","(623) 879-6100","http://www.jcl.com",-112.116067175,33.666128271,"85027",204,"General Acute Care"
6436,"John C. Lincoln North Mountain Hospital","250 e Dunlap Avenue, Phoenix, AZ 85020","(602) 870-6060","http://www.jcl.com",-112.070771037,33.5691484050001,"85020",262,"General Acute Care"
6437,"Los Ninos Hospital","2303 E. Thomas Road, Phoenix, AZ 85016","(602) 954-7310","http://www.haciendahealthcare.org/",-112.032464653,33.479902452,"85016",15,"General Acute Care"
6438,"Mayo Clinic Arizona","5777 E. Mayo Blvd., Phoenix, AZ 85054","(480) 342-2000","http://www.mayoclinic.org/arizona/",-111.956448241,33.659082627,"85054",268,"General Acute Care"
6439,"Healthsouth Lakeshore Rehabilitation Hospital","3800 Ridgeway Drive, Birmingham, AL 35209","(205) 868-2000","http://www.healthsouthlakeshorerehab.com",-86.788334989,33.469115849,"35209",100,"Rehabilitation"
6440,"Mercy Gilbert Medical Center","3555 S. Val Vista Dr, Gilbert, AZ 85297","(480) 728-8000","http://www.mercygilbert.org",-111.752526685,33.2868452880001,"85297",212,"General Acute Care"
6441,"Scottsdale Healthcare Osborn","7400 E. Osborn Road, Scottsdale, AZ 85251","(480) 882-4000","http://www.shc.org",-111.922966848,33.4883938520001,"85251",340,"General Acute Care"
6442,"Scottsdale Healthcare Shea","9003 E. Shea Blvd, Scottsdale, AZ 85260","(480) 323-3000","http://www.shc.org",-111.885184087,33.580838086,"85260",433,"General Acute Care"
6443,"University Hospitals Conneaut Medical Center","158 West Main Road, Po Box 648, Conneaut, OH 44030","(440) 593-1131","http://www.uhhospitals.org",-80.586828815,41.937568685,"44030",25,"Critical Access"
6444,"St. Joseph's Hospital Medical Center","350 W. Thomas Road, Phoenix, AZ 85013","","http://www.stjosephs-phx.org",-112.079402793,33.4809707380001,"85013",607,"General Acute Care"
6445,"Hill Crest Behavioral Health Services","6869 Fifth Avenue, South, Birmingham, AL 35212","(205) 833-9000","http://www.hillcrestbhs.com",-86.730183296,33.5488342840001,"35212",94,"Psychiatric"
6446,"Wickenburg Community Hospital","520 Rose Lane, Wickenburg, AZ 85390","(928) 684-5420","http://www.wickenburgcommunityhospital.com",-112.739931842,33.978363743,"85390",19,"General Acute Care"
6447,"St. Vincent's Birmingham","810 St. Vincent's Drive, Birmingham, AL 35205","(205) 939-7000","http://www.stvhs.com",-86.789121531,33.507477169,"35205",409,"General Acute Care"
6448,"St. Vincent's East","50 Medical Park East Drive, Birmingham, AL 35235","(205) 838-3000","http://www.stvhs.com/east/",-86.6676110189999,33.596154515,"35235",362,"General Acute Care"
6449,"Trinity Medical Center","800 Montclair Road, Birmingham, AL 35213","(205) 592-1000","",-86.7494429079999,33.517094176,"35213",534,"General Acute Care"
6450,"Cobre Valley Regional Medical Center","5880 S. Hospital Drive, Globe, AZ 85501","(928) 425-3260","http://www.cvrmc.org",-110.826407871,33.4060443550001,"85501",25,"General Acute Care"
6451,"Flagstaff Medical Center","1200 n Beaver, Flagstaff, AZ 86001","(928) 639-6400","http://www.flagstaffmedicalcenter.com",-111.643948199,35.2096462280001,"86001",267,"General Acute Care"
6452,"Page Hospital","501 North Navajo Dr, Page, AZ 86040","(928) 645-2424","http://www.bannerhealth.com/Locations/Arizona/Page+Hospital",-111.46358713,36.917647994,"86040",25,"General Acute Care"
6453,"Copper Queen Community Hospital","101 Cole Ave, Bisbee, AZ 85603","","http://www.cqch.org",-109.883028228,31.417810955,"85603",14,"General Acute Care"
6454,"Choctaw General Hospital","401 Vanity Fair Drive, Butler, AL 36904","(205) 459-9100","http://www.choctawgeneral.com/cgh/",-88.209492435,32.093105337,"36904",25,"Critical Access"
6455,"White Mountain Regional Medical Center","118 S. Mountain Ave., Springerville, AZ 85938","(928) 333-4370","http://www.wmrmc.com",-109.285257957,34.1317350350001,"85938",20,"General Acute Care"
6456,"Mt. Graham Regional Medical Center","1600 20th Ave, Safford, AZ 85546","(928) 348-4000","http://www.mtgraham.org",-109.735157237,32.8227547160001,"85546",49,"General Acute Care"
6457,"Yavapai Regional Medical Center","1003 Willow Creek Rd, Prescott Valley, AZ 86301","(928) 445-2700","http://www.yrmc.org",-112.481271148,34.5602200540001,"86301",134,"General Acute Care"
6458,"Yavapai Regional Medical Center - East","7700 e Florentine Rd, Prescott Valley, AZ 86314","(928) 445-2700","http://www.yrmc.org",-112.330379812,34.590539446,"86314",72,"General Acute Care"
6459,"Banner Ironwood Medical Center","37000 N. Gantzel Rd., San Tan Valley, AZ 85140","","http://www.bannerhealth.com/Locations/Arizona/Banner+Behavioral +Health",-111.565590852,33.2144353830001,"85140",36,"General Acute Care"
6460,"Carondelet Holy Cross Hospital","1171 W. Target Range Road, Nogales, AZ 85621","(520) 285-3000","http://www.carondelet.org",-110.959747134,31.3402868840001,"85621",56,"General Acute Care"
6461,"Ashtabula County Medical Center","2420 Lake Avenue, Ashtabula, OH 44004","(440) 997-2262","http://www.acmchealth.org",-80.7949268,41.880536555,"44004",249,"General Acute Care"
6462,"Pioneer Memorial Hospital","1201 Ne Elm Street, Prineville, or 97754","","http://www.stcharleshealthcare.org",-120.843374768,44.3103165960001,"97754",25,"General Acute Care"
6463,"Healthsouth Rehabilitation Hospital","1736 East Main Street, Dothan, AL 36301","(334) 712-6333","http://www.healthsouthdothan.com",-85.365812633,31.2179119100001,"36301",51,"Rehabilitation"
6464,"Generations Behavioral Health - Geneva, Llc","60 West Street, Geneva, OH 44041","(216) 970-9088","http://www.generationsbehavioralhealth.com/",-80.963909716,41.798383473,"44041",16,"Psychiatric"
6465,"Wiregrass Medical Center","1200 West Maple Avenue, Geneva, AL 36340","(334) 684-3655","http://www.alaweb.com/ tgarske",-85.892536692,31.048793989,"36340",83,"General Acute Care"
6466,"St Anthony Hospital","1601 Se Court Avenue, Pendleton, or 97801","(541) 276-5121","http://www.sahpendleton.org",-118.769325491,45.6732291710001,"97801",25,"Critical Access"
6467,"L. v. Stabler Memorial Hospital","29 L. v. Stabler Drive, Greenville, AL 36037","(334) 383-2200","http://www.lvstabler.com",-86.646364202,31.829034402,"36037",72,"General Acute Care"
6468,"Hale County Hospital","508 Greene Street, Greensboro, AL 36744","(334) 624-3024","http://www.halecountyhospital.com",-87.586934194,32.695372236,"36744",39,"General Acute Care"
6469,"Appalachian Behavioral Health Care","100 Hospital Drive, Athens, OH 45701","(614) 594-5000","http://mha.ohio.gov/default.aspx?tabid=187",-82.118785155,39.3288328590001,"45701",88,"Psychiatric"
6470,"Barnesville Hospital Association, Inc","639 West Main Street, Po Box 309, Barnesville, OH 43713","(740) 425-5101","http://www.barnesvillehospital.com",-81.1889901659999,39.992994953,"43713",25,"Critical Access"
6471,"Virtua West Jersey Hospital - Berlin","100 Townsend Avenue, Berlin, NJ 8009","(856) 322-3000","http://www.virtua.org/locations/hospitals-and-locations/virtua-berlin.aspx",-74.92034633,39.781947991,"8009",95,"General Acute Care"
6472,"East Ohio Regional Hospital","90 North Fourth Street, Martins Ferry, OH 43935","(740) 633-4151","http://www.ovmc-eorh.com",-80.720614902,40.0984887820001,"43935",161,"General Acute Care"
6473,"West Chester Medical Center","7700 University Drive, West Chester, OH 45069","(513) 298-3000","http://uchealth.com/westchesterhospital/",-84.3675649509999,39.358023873,"45069",194,"General Acute Care"
6474,"Bethesda Butler Hospital","3125 Hamilton Mason Road, Hamilton, OH 45011","(513) 894-8888","http://www.trihealth.com/hospitals-and-practices/bethesda-butler/",-84.515082202,39.378343266,"45011",10,"General Acute Care"
6475,"Acuity Specialty Hospital - Ohio Valley at Belmont","4697 Harrison Street, Bellaire, OH 43906","(740) 671-1438","http://belmont.acuityhealthcare.net/",-80.740910776,40.0305210760001,"43906",15,"Long Term Care"
6476,"Fort Hamilton Hughes Memorial Hospital","630 Eaton Avenue, Hamilton, OH 45013","(513) 867-2000","http://www.khnetwork.org/fort_hamilton",-84.572707011,39.415548233,"45013",274,"General Acute Care"
6477,"Healthsouth Rehabilitation Hospital of North Alabama","107 Governors Drive, Huntsville, AL 35801","(256) 535-2300","",-86.579868865,34.719209428,"35801",70,"Rehabilitation"
6478,"Beckett Springs","8614 Shepherd Farm Drive, West Chester, OH 45069","(502) 583-4446","http://www.beckettsprings.com/",-84.455905119,39.343725431,"45069",72,"Psychiatric"
6479,"Huntsville Hospital Women & Children-Er","245 Governors Dr Se, Huntsville, AL 35801","(256) 265-8133","http://www.huntsvillehospital.org/womenchildren/",-86.574688699,34.7200515170001,"35801",-999,"Children"
6480,"Huntsville Hospital, the","101 Sivley Road, Huntsville, AL 35801","(256) 265-1000","http://www.huntsvillehospital.org",-86.580805509,34.721433099,"35801",881,"General Acute Care"
6481,"Jackson Medical Center","220 Hospital Drive, Jackson, AL 36545","(251) 246-9021","http://www.jacksonmedicalcenter.org",-87.895134564,31.53106846,"36545",35,"General Acute Care"
6482,"Madison Hospital","8375 Highway 72 West, Madison, AL 35758","(256) 265-5010","http://madisonalhospital.org/",-86.764527877,34.747060043,"35758",60,"General Acute Care"
6483,"Infirmary Ltac Hospital","5 Mobile Infirmary Circle, Mobile, AL 36607","(251) 435-5822","https://www.infirmaryhealth.org/affiliates/infirmary-ltac",-88.0802905749999,30.696900692,"36607",22,"Long Term Care"
6484,"Providence Hospital","6801 Airport Boulevard, Mobile, AL 36685","(251) 633-1000","http://www.providencehospital.org",-88.199079374,30.6793276570001,"36685",349,"General Acute Care"
6485,"Springhill Memorial Hospital","3719 Dauphin Street, Mobile, AL 36608","(251) 460-5220","http://www.springhillmemorial.com",-88.131336291,30.684517488,"36608",263,"General Acute Care"
6486,"Monroe County Hospital","2016 South Alabama Avenue, Monroeville, AL 36461","(251) 575-3111","http://www.mchcare.com",-87.3207666279999,31.4978172020001,"36461",94,"General Acute Care"
6487,"East Liverpool City Hospital","425 West 5th Street, East Liverpool, OH 43920","(330) 385-7200","http://www.elch.org",-80.585970467,40.6218555150001,"43920",152,"General Acute Care"
6488,"Shoals Hospital","201 W. Avalon Avenue, Muscle Shoals, AL 35661","(256) 386-1600","http://www.shoalshospital.com",-87.67621342,34.747192958,"35661",178,"General Acute Care"
6489,"East Alabama Medical Center","2000 Pepperell Parkway, Opelika, AL 36801","(334) 749-3411","http://www.eamc.org",-85.4044747899999,32.638524869,"36801",314,"General Acute Care"
6490,"Hillcrest Hospital","6780 Mayfield Road, Mayfield Heights, OH 44124","(440) 312-4415","http://my.clevelandclinic.org/locations_directions/Regional-Locations/hillcrest-hospital",-81.436247882,41.518299927,"44124",500,"General Acute Care"
6491,"Regional Rehabilitation Hospital","3715 Highway 280, Phenix City, AL 36867","(334) 732-2200","http://www.regionalrehabhospital.com",-85.046407334,32.4988481680001,"36867",48,"Rehabilitation"
6492,"Russellville Hospital","15155 Highway 43, Russellville, AL 35653","(256) 332-1611","http://www.russellvillehospital.com",-87.718386067,34.5108181190001,"35653",100,"General Acute Care"
6493,"Highlands Medical Center","380 Woods Cove Road, Scottsboro, AL 35768","(256) 259-4444","http://www.highlandsmedcenter.com",-86.047490796,34.6620379330001,"35768",170,"General Acute Care"
