"ID","org","address","phone","email","website","lon","lat","zipcode","capacity_hours"
12439,"New River Health Sbhc - New River Intermediate","262 Oyler Ave, Oak Hill, WV 25901-2639","304-465-1378","","http://www.nrhawv.org/",-81.14182324,37.98550442,"25901",40
12440,"Mountainlands Community Health Center Main Site Clinic","589 S State St, Provo, UT 84606-5056","801-374-9660","","http://www.mountainlands.org",-111.643272,40.226517,"84606",64
12441,"Northeast Valley Health Corporation Mobile","1172 N Maclay Ave, San Fernando, CA 91340-1328","818-898-1388","","http://www.nevhc.org",-118.42413539,34.2958214,"91340",16.5
12442,"Access Martin T. Russo Family Health Center","245 S Gary Ave Lowr Level, Bloomingdale, IL 60108-2228","630-893-5230","","http://www.accesscommunityhealth.net",-88.11951922,41.94321645,"60108",60
12443,"Blanche Kahn Family Health Center","1221 E 14th St, Brooklyn, NY 11230-4803","718-434-4600","","",-73.96119293,40.61943581,"11230",50
12444,"Altamed Dental Group - Westlake, 3rd Street","2100 W 3rd St Ste 220, Los Angeles, CA 90057-1993","323-622-2429","","http://www.altamed.org",-118.27296956,34.06299206,"90057",40
12445,"Little Mountain Family Health Center","99 N Mill St, Little Mountain, SC 29075-8788","803-945-1005","","",-81.41510321,34.19662446,"29075",30
12446,"Fair Haven Medical Group at Bella Vista","339 Eastern St, New Haven, CT 06513-2463","203-469-5331","","http://www.fhchc.org",-72.87271834,41.31640634,"06513",22
12447,"Highland Health Providers - Hfh","1402 N High St, Hillsboro, OH 45133-8514","937-393-4899","","http://www.hhproviders.org",-83.60880025,39.22155143,"45133",46
12448,"San Jacinto Administrative Site","1695 S San Jacinto Ave Ste L, San Jacinto, CA 92583-5103","833-624-1097","","",-116.954577,33.77097,"92583",NA
12449,"Pms - Esperanza Family Health Center","903 5th St, Estancia, NM 87016-1155","505-384-2777","","http://www.pms-inc.org",-106.05524648,34.77292636,"87016",40
12450,"Genesis Health Care Florence","1523 Heritage Ln, Florence, SC 29505-3197","843-673-9992","","",-79.77880512,34.16623181,"29505",40
12451,"Hamilton Homeless Clinic","812 Root St Fl 2, Flint, MI 48503-1516","810-406-4246","","",-83.69593406,43.02318052,"48503",40
12452,"Eight Mile Health Center","4009 Saint Stephens Rd, Mobile, AL 36612-1231","251-456-1399","","http://familyhealth.org",-88.12159671,30.7581539,"36612",52
12453,"Communitycare East Austin","211 Comal St, Austin, TX 78702-4326","512-978-9200","","http://www.communitycaretx.org",-97.72808424,30.25964531,"78702",40
12454,"Harvard Street Neighborhood Health Center","646 Blue Hill Ave Unit 2, Dorchester, MA 02121-3213","617-825-3400 x5562","","http://harvardstreet.org",-71.0855407,42.30172467,"02121",NA
12455,"Convalescent Care Program","620 Fallsway, Baltimore, MD 21202-4117","410-855-5533","","http://www.hchmd.org",-76.61026086,39.29707212,"21202",168
12456,"Traverse Health Clinic and Coalition","1719 S Garfield Ave, Traverse City, MI 49686-4337","231-935-0799","","http://www.traversehealthclinic.org",-85.59534931,44.73629099,"49686",50
12457,"Lancaster Family Health Center at Lancaster","255 Lancaster Dr NE, Salem, OR 97301-5155","503-588-0076","","http://www.yvfwc.com",-122.98336029,44.92991639,"97301",63.5
12458,"Indian Lake Community Health Center","8200 State Road STE 1, Russells Point, OH 43348-9670","937-599-1411","","http://www.chwplc.org",-83.87162899,40.46847,"43348",32
12459,"Mary Howard Health Center","125 S 9th St, Philadelphia, PA 19107-5125","215-592-4500","","http://www.phmc.org",-75.1554,39.94884899,"19107",45
12460,"Neighborhood Health Center Blasdell Dba Northwest Buffalo Community Health Care Center, Inc.","4233 Lake Ave, Blasdell, NY 14219-1216","716-875-2904","","",-78.82230472,42.79710455,"14219",44
12461,"Neighborhealth Center","4201 Lake Boone Trl Ste 5, Raleigh, NC 27607-7511","984-222-8000 x98422","sthompson@neighborhealthcenter.org","http://www.neighborhealthcenter.org",-78.70028399,35.814789,"27607",43.5
12462,"Ihc Bendix Community Health Center","1010 N Bendix Dr, South Bend, IN 46628-1925","574-245-4980","","http://www.indianahealthonline.com",-86.29336722,41.68772986,"46628",52
12463,"Pugh Elementary","1147 Kress St, Houston, TX 77020-7416","713-671-3820","","",-95.30735933,29.768274,"77020",16
12464,"Eisner Health at Sherman Oaks Dental","15477 Ventura Blvd Unit Lower, Sherman Oaks, CA 91403-3006","818-647-7973","","http://www.eisnerhealth.org",-118.471086983139,34.1546851255703,"91403",42.5
12465,"Administrative Annex","2938 E 91st St, Chicago, IL 60617-4208","773-768-5000","","",-87.55243284,41.73011679,"60617",NA
12466,"Rock Hill Schools","2325C County Road 26, Ironton, OH 45638-8385","740-532-3534","","",-82.66146488,38.61334488,"45638",40
12467,"Kenosha Community Health Center, Inc.","1330 52nd St Ste 205, Kenosha, WI 53140-3236","262-764-3605","","",-87.82693447,42.58805647,"53140",51.5
12468,"Logan Wildcat Health Center","1 Wildcat Way, Logan, WV 25601-3474","304-688-9949","","",-81.99570984,37.8507191,"25601",40
12469,"Kaltag Health Clinic","2nd Ave, Kaltag, AK 99748","907-452-8251 x3526","","http://www.tananachiefs.org",-158.72383206,64.32648,"99748",30
12470,"Eleanor Johnson's Womens Center","211 Ky 59 Bldg C, Vanceburg, KY 41179-7647","606-796-3029","",NA,-83.32778912,38.58253056,"41179",40
12471,"Peachtree Community Health Center","4048 E US 64 Alt Ste 1, Murphy, NC 28906-6966","828-837-8131","","",-83.96590409,35.07355267,"28906",50
12472,"Universal Primary Care - Salamanca Site","445 Broad St, Salamanca, NY 14779-1424","716-375-7500 x6","","http://www.upchealth.net",-78.73192808,42.15757872,"14779",45
12473,"P.s. 59","211 Throop Ave, Brooklyn, NY 11206-5701","718-433-3600","","",-73.94384829,40.69782361,"11206",40
12474,"Winnsboro Pediatrics and Family Practice","1136 Kincaid Bridge Rd, Winnsboro, SC 29180-7116","803-635-1052","","http://www.ecchc.org",-81.10313185,34.37164944,"29180",40
12475,"Palms Medical Group Administration - Conference","23327 NW County Road 236, High Springs, FL 32643-8926","386-454-0698","","http://www.palmsmg.org",-82.59094717,29.83718275,"32643",NA
12476,"Lanier Elementary Healthy Students","4705 Lanier Dr, Baton Rouge, LA 70812-4020","225-774-1120","",NA,-91.10752287,30.493127,"70812",8
12477,"Mobile Medical and Dental Unit",", Joliet, IL ","815-774-7397","","http://www.willcountyhealth.org",-88.08458999,41.52493,"",24
12478,"Canyon Country Health Center","27225 Camp Plenty Rd Ste 2, Canyon Country, CA 91351-2654","661-424-1220","","http://www.sdfhc.org",-118.47591168,34.41646844,"91351",60
12479,"Clarity Healthcare Mobile 1","141 Communication Dr, Hannibal, MO 63401-3670","573-603-1460","","",-91.39185386,39.70219849,"63401",8
12480,"Bay Point Community Wellness Cen","215 Pacifica Ave, Bay Point, CA 94565-2904","925-427-8300","","http://www.cchealth.org",-121.96656693,38.03394543,"94565",44
12481,"Molar Express-Dental Van","311 Doric Ave, Cranston, RI 02910-2903","401-467-9610","","http://www.comcap.org",-71.4270547,41.77619798,"02910",40
12482,"Palms Medical Group - Administration","23343 NW County Road 236, High Springs, FL 32643-9669","386-454-0698","","http://www.palmsmg.org",-82.59120354,29.83673387,"32643",NA
12483,"Aichc-Northridge","17114 Devonshire St Ste 200, Northridge, CA 91325-1619","818-843-9900","","http://www.aichc.org",-118.50602897,34.25750604,"91325",44
12484,"Lrmc-Mobile Van #3","4303 Live Oak Dr, Little River, SC 29566-9138","843-663-8001","","",-78.5992636559923,33.883067443417,"29566",37.5
12485,"Wheeler Health & Wellness Center - New Britain","75 N Mountain Rd, New Britain, CT 06053-3468","860-224-6300","","http://www.wheelerclinic.org",-72.81814049,41.67086399,"06053",57
12486,"Winding Waters Open Space","758 NW 1st St, Enterprise, OR 97828-1527","541-426-4848","","",-117.27890879,45.43143184,"97828",16
12487,"Pms - Ruidoso Behavioral Health Center","1400 Sudderth Dr, Ruidoso, NM 88345-6103","575-630-0571","","",-105.66038066,33.32675225,"88345",40
12488,"Teche Action Clinic--Administrative Location","1100 Weber St, Franklin, LA 70538-4125","337-828-2550","","http://www.tabhealth.org",-91.50516386,29.79867431,"70538",NA
12489,"Huckleberry Youth Programs","361 3rd St Ste G, San Rafael, CA 94901-3580","415-258-4944","","http://www.marinclinic.org",-122.51685449,37.9704391,"94901",4
12490,"Signature Health Inc. Cleveland West","1400 W 25th St Fl 2, Cleveland, OH 44113-3151","216-831-6466","","",-81.70736839,41.49129654,"44113",40
12491,"Community Healthnet Miller","1015 N Shelby St, Gary, IN 46403-1446","219-880-1190","","http://www.chn-indiana.org",-87.23699012,41.61937817,"46403",20
12492,"Pike County Medical Services","300 Rawls Dr Ste 1300, Mccomb, MS 39648-2866","601-657-4326","","http://www.acmsinc.org",-90.47104787,31.25121252,"39648",47
12493,"Dr. Rudy Barba Psychiatry Services","101 S Union St Unit 101, Plymouth, MI 48170-2273","734-926-6605","","",-83.4644911,42.37327964,"48170",8
12494,"Health West - American Falls  Chc","823 Reed St, American Falls, ID 83211-1336","208-226-2822","","http://www.healthwestinc.org",-112.84400355,42.78521101,"83211",44
12495,"Partnership Health Center - Western Montana Mental Health Center","1315 Wyoming St, Missoula, MT 59801-1725","406-541-1080","","http://www.partnershiphealthcenter.org",-114.01580152,46.87188147,"59801",16
12496,"Community Health Centers Los Robles","2800 Riverside Ave Ste 101, Paso Robles, CA 93446-1312","805-238-7250","","http://www.chccc.org",-120.68889772,35.64365572,"93446",40
12497,"North Point Center","351 Northpoint Dr, Redding, CA 96003-2502","530-337-5750","","",-122.38073591,40.61177862,"96003",20
12498,"Ewf Stirrup Elementary School","330 NW 97th Ave, Miami, FL 33172-4107","305-226-7001","","http://www.borinquenhealth.org",-80.35333894,25.76987475,"33172",40
12499,"Kintegra/Sha Mobile Medical Unit","4555 Ogburn Ave, Winston Salem, NC 27105-2726","336-407-9561","","http://www.shaforsyth.com",-80.23629026,36.15722086,"27105",32
12500,"Children's Hospital Oakland Behavioral Health","5275 Claremont Ave, Oakland, CA 94618-1032","510-428-3783","","http://wwww.cho.org",-122.26087612,37.83912401,"94618",40
12501,"Caresouth Carolina Inc. Corporate Office","201 S 5th St, Hartsville, SC 29550-4211","843-857-0111","","http://www.caresouth-carolina.com",-80.07252342,34.37290501,"29550",42.5
12502,"University of Massachusetts - Boston","100 William T Morrissey Blvd, Boston, MA 02125-3300","617-287-5660","","https://www.umb.edu/healthservices",-71.04815028,42.31651472,"02125",8
12503,"Marias Healthcare Services Inc - Shelby","670 Park Ave, Shelby, MT 59474-1663","406-434-3100","","http://www.mmcmt.org",-111.85046052,48.51026742,"59474",40
12504,"Northwest Michigan Health Services, Inc.","119 S State St, Shelby, MI 49455-1243","231-861-2130","","http://www.nmhsi.org",-86.36569573,43.60645589,"49455",48.5
12505,"Seasonal Shelter","1555 6th Ave, San Diego, CA 92101-3215","619-662-4100","","",-117.15927029,32.72157852,"92101",40
12506,"Cab Transitions","365 East St, Tewksbury, MA 01876-1950","978-725-7400","","http://www.glfhc.org",-71.21685545,42.61249471,"01876",6
12507,"Siu Center for Family Medicine-Springfield","520 N 4th St, Springfield, IL 62702-5238","217-757-8100","","http://siucenterforfamilymedicine.org",-89.65052839,39.80644171,"62702",47
12508,"Bmc Flagami Center","5040 NW 7th St, Miami, FL 33126-3422","305-576-6611","","",-80.27684258,25.77847853,"33126",48
12509,"Rex Putnam High School Sbhc","4950 SE Roethe Rd, Milwaukie, OR 97267-5746","503-353-5884","","",-122.609808,45.40027499,"97267",40
12510,"Silver Bluff Elementary School","2609 SW 25th Ave, Miami, FL 33133-2214","305-856-5197","","",-80.23592148,25.743456,"33133",40
12511,"Grace Chc Sbh Corbin Primary","3551 5th Street Rd, Corbin, KY 40701-9650","606-595-8631","","",-84.1461752,36.92547711,"40701",40
12512,"St. James-Santee Family Hlth Ctr","8189 Choppee Rd, Georgetown, SC 29440-6374","843-545-8723","","http://www.stjamessanteefhc.com",-79.33260619,33.5478717,"29440",36
12513,"Recovery Consultants of Atlanta Medical","4229 Snapfinger Woods Dr, Decatur, GA 30035-3440","404-286-9252","","http://www.rcatl.org/",-84.21779718,33.714708,"30035",40
12514,"Katy Trail Community Health, Stover","701 N Oak St, Stover, MO 65078-0842","573-377-2277","","",-92.9918069,38.44664075,"65078",16
12515,"Mobile Dental Unit","111A Berry Ave, Greer, SC 29651-1307","864-801-2035","","",-82.224175070951,34.9462676964545,"29651",33
12516,"James Kieran School Based Health Center","1025 Morrison Ave, Bronx, NY 10472-5907","718-328-2105","","",-73.87364751,40.82529112,"10472",35
12517,"Chase Brexton Health Care at Anne Arundel County","200 Hospital Dr Ste 300, Glen Burnie, MD 21061-5884","410-837-2050","","https://www.chasebrexton.org/locations/baltimore",-76.6201142488204,39.1381208899168,"21061",56
12518,"Ps 55 Benjamin Franklin","450 Saint Pauls Pl, Bronx, NY 10456-1938","718-681-6227","","http://www.benfranklin055.org",-73.90455749,40.83613199,"10456",40.5
12519,"Support Services","229 Colorado Ave, Pueblo, CO 81004-2003","719-543-8711","","",-104.62363061,38.25789129,"81004",NA
12520,"Mobile Medical Unit #1","3201 S Carrollton Ave, New Orleans, LA 70118-4307","504-207-3060","","",-90.1140570368636,29.9618046132462,"70118",12
12521,"San Benito Health Foundation Mobile Health Center","351 Felice Dr, Hollister, CA 95023-3361","831-637-5306","","",-121.41699513,36.85335341,"95023",20
12522,"Waikiki Health Cpb","2002 S King St, Honolulu, HI 96826","808-791-9355","","",-157.82995154,21.29483119,"96826",NA
12523,"Prymed Medical Care, Inc","39.8 Carr 2, Vega Baja, PR 00693","787-871-0601","","",-66.39687598,18.44680611,"00693",65
12524,"Mostellar Support Services Annex","13040 N Wintzell Ave, Bayou La Batre, AL 36509-2110","251-824-2174","","http://mostellarmedical.org",-88.24430379,30.42019244,"36509",45
12525,"West Salem Clinic","1233 Edgewater St NW, Salem, OR 97304-4049","503-378-7526","","http://www.northwesthumanservices.org",-123.05987645,44.93996106,"97304",58
12526,"Lincoln Sundry Offices","357 Walnut St, Hamlin, WV 25523-1405","304-824-5860","","",-82.10328027,38.27834491,"25523",NA
12527,"Lawrenceville Laurel Health Center","32 E Lawrence Rd, Lawrenceville, PA 16929-8801","570-827-0125","","",-77.10923016,41.9674394,"16929",45
12528,"Crusader Clinic on Broadway","1100 Broadway, Rockford, IL 61104-1429","815-490-1600","","http://www.crusaderclinic.org",-89.0805735,42.2523965,"61104",52
12529,"Julia A. Stark Elementary School Sbhc","398 Glenbrook Rd, Stamford, CT 06906-2122","203-977-4583","","",-73.52150938,41.06705326,"06906",20
12530,"Downey Family  Medical Center","12113 Woodruff Ave, Downey, CA 90241-5605","562-928-9600","","http://www.fhccgla.org",-118.11676843,33.92384956,"90241",40
12531,"Primaryone Health 1289 East Livingston Avenue","1289 E Livingston Ave, Columbus, OH 43205-2838","614-859-1860","","",-82.96359319,39.94935255,"43205",16
12532,"Julian T. Pierce Health Center","307 E Wardell Dr, Pembroke, NC 28372-7998","910-521-2816","","http://www.rhcchealth.org",-79.1822852,34.684281,"28372",40
12533,"Innovation Central High School Health Center","421 Fountain St NE, Grand Rapids, MI 49503-3334","616-776-5120","","http://www.cherryhealth.org",-85.65866591,42.96528887,"49503",42
12534,"Mantachie Rural Health Care Behavioral Health Clinic","5510 Highway 363, Mantachie, MS 38855-7197","662-282-4335","","http://www.mantachieclinic.org",-88.48865846,34.32189858,"38855",39
12535,"Early Childhood Development","8200 NW 33rd St Ste 102, Doral, FL 33122-1942","305-424-3043","","",-80.33004963,25.80428249,"33122",42
12536,"Mccoy Elementary School","1835 School Dr, Yazoo City, MS 39194-2676","662-746-7749","","http://www.gacfhc.org",-90.41324544,32.87494044,"39194",16
12537,"Alliance Community Healthcare, Inc.","115 Christopher Columbus Dr, Jersey City, NJ 07302-5526","201-679-7119","","http://www.alliancech.org",-74.04374903,40.71969859,"07302",40
12538,"Health Connections at Grand Avenue","2054 Grand Ave, Bronx, NY 10453-4002","718-483-1270","","",-73.9089976,40.85433605,"10453",NA
12539,"Overfelt Neighborhood Hlth Clin.","1835 Cunningham Ave, San Jose, CA 95122-1712","408-284-2282","","http://www.schoolhealthclinics.org",-121.82967022,37.3297433,"95122",40
12540,"Myakka City Family Medical Ctr","37220 Glenwood Ave, Myakka City, FL 34251-2310","941-322-6500","","http://www.mcrhs.org",-82.16089177,27.34819155,"34251",44
12541,"Center for Children","1856 E Florence Blvd, Casa Grande, AZ 85122-5303","520-836-5036","","http://www.slfhc.org",-111.70724247,32.87964549,"85122",40
12542,"Affinia Healthcare 6763 Page","6763 Page Ave, Saint Louis, MO 63133-1635","314-678-9260","","http://www.affiniahealthcare.org",-90.30882401,38.67460518,"63133",42
12543,"Dba Jordan Valley Community Health","618 N Benton Ave, Springfield, MO 65806-1102","417-831-0150","","http://www.jvchc.com",-93.2870545939678,37.2144862025412,"65806",40
12544,"Neighborhood Healthcare ~ Rose Admin","1540 E Valley Pkwy, Escondido, CA 92027-2316","760-520-8300","","",-117.06054608,33.13350358,"92027",NA
12545,"P.s. 31","55 Layton Ave, Staten Island, NY 10301-1428","718-273-3500","","",-74.08534591,40.64157629,"10301",48
12546,"Mckinney Clinic","39 E Jackson St, Wilkes Barre, PA 18701-2709","570-825-0881","","",-75.8761971,41.24739541,"18701",20
12547,"Rio Mesa High School","545 Central Ave, Oxnard, CA 93036-1045","805-659-1740","","",-119.14662995,34.25356701,"93036",30
12548,"Valley Health - Spring Valley High School","1 Timberwolf Ln, Huntington, WV 25704-9377","304-429-1699","","http://www.valleyhealth.org",-82.52623612,38.37967365,"25704",24
12549,"Burre Mobile Dental","959 Myrtle Ave, Eureka, CA 95501-1219","707-442-7078 x205","","http://www.opendoorhealth.com",-124.14975923,40.80063813,"95501",28
12550,"Coal Country Chc - Center","111 Main St, Center, ND 58530-4712","701-794-8798","","http://www.coalcountryhealth.com",-101.0842713,47.26134905,"58530",34
12551,"Casa Rita (Women in Need)","391 E 149th St, Bronx, NY 10455-3907","718-402-0066","","http://www.lmcmc.com",-73.91818234,40.81624064,"10455",12
12552,"East Georgia Health Care Center - Reidsville","117 Memorial Dr, Reidsville, GA 30453-4641","478-237-2638","","https://eastgeorgiahealthcarecenter.wildapricot.org/page-1075379",-82.1097329512203,32.0812328882152,"30453",44
12553,"Peabody Family Health Center","89 Foster St, Peabody, MA 01960-8925","978-532-4903","","http://www.nschi.org",-70.93019424,42.52279189,"01960",43
12554,"Primary Health Solutions - Administration","300 High St Fl 4, Hamilton, OH 45011-6078","513-454-1111","","http://www.myprimaryhealthsolutions.org",-84.56003061,39.39924886,"45011",NA
12555,"Sylva Community Health Center","44 Bonnie Ln, Sylva, NC 28779-8511","828-339-3999","","",-83.20802475,35.35034122,"28779",37.5
12556,"Mercy Office at Marshall Co High School","597 W Ellington Pkwy, Lewisburg, TN 37091-4510","931-359-1549","","",-86.81887615,35.46216501,"37091",40
12557,"Oneworld Community Health Centers at Ilc","4223 Center St, Omaha, NE 68105-2431","402-502-8845","","",-95.97654206,41.2415126,"68105",NA
12558,"Mobile Dental Van","261 Belvoir Hwy, Greenville, NC 27834-8193","252-695-6355","","http://www.greenecountyheathcare.com",-77.36990229,35.65332065,"27834",40
12559,"Mercy Office at Fssd Freedom Middle School","750 New Highway 96 W, Franklin, TN 37064-2447","615-794-0987","","",-86.89347574,35.92923609,"37064",40
12560,"Family Practice Clinic California","1414 N California St Ste C, Stockton, CA 95202-1515","209-468-9540","ffadoo@sjgh.org","",-121.288318487782,37.9675977825496,"95202",53
12561,"Wya at Masters Manna","46 N Plains Industrial Rd, Wallingford, CT 06492-2333","860-347-6971","","http://www.chc1.com",-72.81548133,41.48399497,"06492",4
12562,"Vmrc Community Health Center","1491 Virginia Ave, Harrisonburg, VA 22802-2433","540-433-4913","","",-78.87201043,38.4757609,"22802",40
12563,"Mountain Laurel Medical Center Mccoole","22221 Westernport Rd SW, Westernport, MD 21562-2206","301-533-3300","","http://www.mountainlaurelmedicalcenter.com",-78.98635165,39.45294296,"21562",51.5
12564,"Care Resource Community Health Center, Inc","3801 Biscayne Blvd Ste 250, Miami, FL 33137-9800","305-576-1234","","",-80.18920061,25.81271626,"33137",48
12565," Winfield Moody Health Center","1276 N Clybourn Ave, Chicago, IL 60610-2089","312-337-1073","","http://www.nearnorthhealth.org",-87.64185781,41.90540068,"60610",40
12566,"Mount Ida School Based Health Center-High School Campus","338 Whittington St, Mount Ida, AR 71957-9445","479-437-3449","","",-93.63720188,34.55642249,"71957",8
12567,"Park Place Family Health Center","3415 Granby St, Norfolk, VA 23504-1421","757-533-9108","","http://www.hrchc.org",-76.28210483,36.87834516,"23504",42
12568,"South Main/Hillcroft","14087 Main St, Houston, TX 77035-5447","713-734-4580","ldarden@centralcarechc.org","http://www.centralcarechc.org",-95.49580555,29.63473211,"77035",48
12569,"Hudson River Healthcare Spring Valley","2 Perlman Dr, Spring Valley, NY 10977-5245","845-573-9860","","",-74.03155923,41.1051951,"10977",51.5
12570,"Lane County Clinical Financial Services Office","2727 Martin Luther King Jr Blvd, Eugene, OR 97401-5901","541-682-3550","","",-123.06755601,44.06001005,"97401",NA
12571,"Sjffcc Adult and Pediatrics","2880 Story Rd Ste A, San Jose, CA 95127-3942","408-729-9700","","http://sjffcc.org",-121.8227449,37.3536908,"95127",45
12572,"Dinuba Community Health Center - Building 1","888 N Alta Ave, Dinuba, CA 93618-3001","559-693-2462","","",-119.39506681,36.55286999,"93618",56
12573,"Mission Neighborhood Hc","165 Capp St, San Francisco, CA 94110-1209","415-552-1013","","",-122.418570143565,37.7639945578482,"94110",19
12574,"Altamed Medical Group: Estrada Courts","1305 S Concord St # 18, Los Angeles, CA 90023-3503","323-981-9816","","http://www.altamed.org",-118.20809076,34.02093688,"90023",15
12575,"Terry Reilly Medical / Dental - Middleton","201 S Paradise Ave, Middleton, ID 83644-5809","208-467-4461","","http://www.trhs.org",-116.61873199,43.712412,"83644",40
12576,"Birch Hill Elementary School","17 Birch Hill Dr, Nashua, NH 03063-2541","603-821-7788","","",-71.51253927,42.76677076,"03063",4
12577,"Bryan Community Health Center","228 S Main St, Bryan, OH 43506-1755","567-239-4562","","http://www.hpwohio.org",-84.5510126224109,41.4721786375409,"43506",63
12578,"Ben Archer Health Center- Alamogordo","2150 Highway 54 S, Alamogordo, NM 88310-7330","575-443-8133","","http://www.bahcnm.org",-105.96846106,32.86360063,"88310",49
12579,"Brookshire Center","533 Fm 359 Rd S, Brookshire, TX 77423-9006","281-342-4530","","http://www.myaccesshealth.org",-95.9512981,29.77449268,"77423",40
12580,"Mercy Office at Heritage Elementary","4801 Columbia Pike, Thompsons Station, TN 37179-5207","615-472-4520","","",-86.91181073,35.78664381,"37179",20
12581,"Wabash Valley Health Center, Inc.","1436 Locust St, Terre Haute, IN 47807-1648","812-232-7447","","http://www.wabashvalleyhealthcenter.org",-87.39481033,39.47756548,"47807",40
12582,"Hudson Headwaters Women&#39;s Health","90 South St, Glens Falls, NY 12801-4353","518-792-7841","","http://www.hhhn.org",-73.64803107,43.30770623,"12801",40
12583,"Hhc-Downey School","1313 Monroe St, Harrisburg, PA 17103-1139","717-703-1268","","http://www.hamiltonhealthcenter.com",-76.87719044,40.27485924,"17103",40
12584,"Open Door Community Health Centers - it Department","1385 8th St, Arcata, CA 95521-5967","707-826-8633","","http://www.opendoorhealth.com",-124.09296739,40.86948591,"95521",NA
12585,"Phmc Care Clinic","1200 Callowhill St, Philadelphia, PA 19123-3658","215-787-9617","","",-75.1583623,39.95902539,"19123",40
12586,"Chc of Hartford","76 New Britain Ave, Hartford, CT 06106-3305","860-347-6971","","http://www.chc1.com",-72.68549515,41.74615141,"06106",50
12587,"C.a. Weis Elementary School","2701 N Q St, Pensacola, FL 32505-5615","850-912-6006","","http://healthcarewithinreach.org",-87.24234435,30.44079864,"32505",40
12588,"Low Country Health Care System, Inc. Dba Barnwell Pediatrics, P.a.","10706 Marlboro Ave, Barnwell, SC 29812-6376","803-259-7337","","http://www.lowcountryhealthcaresystem.com/",-81.35311309,33.25813308,"29812",47
12589,"Stratford High School Sbhc","45 N Parade St, Stratford, CT 06615-5822","203-385-4230","","",-73.13242524,41.19665301,"06615",40
12590,"Bessie Kaningok Health Clinic","123 MAZ WAY, Gambell, AK 99742","907-985-5012","","http://www.nortonsoundhealth.org",-171.72612999,63.77678,"99742",40
12591,"Person Family Administration Offices","702 N Main St, Roxboro, NC 27573-4755","336-599-2900","","http://www.personfamilymedical.com",-78.9778093359934,36.4018567781791,"27573",40
12592,"Beach Area Family Health Center","3705 Mission Blvd, San Diego, CA 92109-7104","619-515-2444","","http://www.fhcsd.org",-117.25244895,32.78269839,"92109",45
12593,"Primaryone Health 1251 Bryden Road","1251 Bryden Rd, Columbus, OH 43205-2037","614-258-6623","","http://www.primaryonehealth.org",-82.96626183,39.96038549,"43205",8
12594,"Teen Health Center","1643 Logan Ave, San Diego, CA 92113-1004","619-515-2333","","http://www.fhcsd.org",-117.14841823,32.70430541,"92113",29
12595,"Community Health Center of the North Country","4 Commerce Ln, Canton, NY 13617-3739","315-386-8191","","http://www.chcnorthcountry.org",-75.17806669,44.58938866,"13617",56
12596,"Frontera Healthcare Network - Brady Clinic","2205 S Bridge St, Brady, TX 76825-7549","325-597-0102","","",-99.33426443,31.11086854,"76825",44
12597,"Gpw Health Center - Dumfries","17739 Main St, Dumfries, VA 22026-3251","703-680-7950","","http://www.gpwhealthcenter.org",-77.32616849,38.567313,"22026",47.5
12598,"Lchc @ Sheridan Elementary","1412 Maryland Ave Rm 50A, Sheboygan, WI 53081-4836","920-459-3550","","",-87.72377592,43.7454634,"53081",8
12599,"Primaryone Health 1180 East Main Street","1180 E Main St, Columbus, OH 43205-1902","614-645-5535","","http://www.primaryonehealth.org",-82.96782266,39.9578375,"43205",62
12600,"Ozarks Communith Health Center - Miles for Smiles","203 E Broadway St, Bolivar, MO 65613-1623","417-328-6334","","",-93.41084173,37.61432325,"65613",35
12601,"Stacy Kirkpatrick House","461 Walnut Ave, Jamaica Plain, MA 02130-2331","854-654-1550","","http://www.bhchp.org",-71.09778292,42.31153497,"02130",168
12602,"Lindeman Elementary School","558 Erlanger Rd, Erlanger, KY 41018-1305","859-655-6100","","",-84.60769447,39.0272208,"41018",1
12603,"Healthpromed Municipality of Vieques","171, 65th Infantry St., Florida, PR 00765","787-268-4161 x5021","","",-65.45013029,18.1425822,"00765",40
12604,"Virginia Garcia Memorial Health Center- Hillsboro","226 SE 8th Ave Ste 100, Hillsboro, OR 97123-4218","503-601-7400","","http://www.virginiagarcia.org",-122.97721274,45.52092963,"97123",55
12605,"Sally and Sam Shapiro Babies and Children&#39;s Medical Center","1750 17th St, Sarasota, FL 34234-8632","941-861-1400","","http://pending",-82.53537236,27.35221948,"34234",48.75
12606,"Closed - Beaverton","2935 SW Cedar Hills Blvd, Beaverton, OR 97005-1342","503-352-6000","","http://www.virginiagarcia.org",-122.80756728,45.49874234,"97005",55
12607,"Goldsboro Medical and Dental Center","316 Railroad Ave, Goldsboro, MD 21636-1126","410-634-2380","","http://www.choptankhealth.org",-75.78603842,39.03434671,"21636",40
12608,"1 Randall Square Suite 202","1 Randall Sq Ste 202, Providence, RI 02904-2773","401-274-6339","","",-71.4104983021674,41.836879337386,"02904",42.5
12609,"Ampla Health Richland Medical","334 Samuel Dr, Yuba City, CA 95991-6325","530-674-9200","","http://www.amplahealth.org",-121.60881713,39.12306363,"95991",55.5
12610,"Muskingum Valley Health Centers","2725 Pinkerton Ln, Zanesville, OH 43701-1513","740-891-9090","","http://www.mvhccares.org",-82.04938226,39.89672252,"43701",40
12611,"Carrboro Community Health Center","301 Lloyd St, Carrboro, NC 27510-1823","919-942-8741","","http://www.piedmonthealth.org",-79.0695346,35.9134644,"27510",58
